iter	RMSE
353	10094.31282
354	10091.0305
355	10078.34752
356	10074.73598
357	10068.07015
358	10056.9468
359	10051.1604
360	10044.65988
361	10039.99693
362	10034.82027
363	10029.55167
364	10024.47581
365	10017.18125
366	10011.99774
367	10007.31676
368	9999.902555
369	9994.593838
370	9991.593715
371	9986.910341
372	9980.893187
373	9975.390959
374	9968.822894
375	9965.102607
376	9958.734083
377	9953.607114
378	9949.592448
379	9943.621931
380	9938.466952
381	9935.379468
382	9931.461498
383	9926.731967
384	9921.281518
385	9915.340226
386	9910.647776
387	9907.889861
388	9904.427456
389	9900.141021
390	9897.944597
391	9892.004309
392	9888.022268
393	9882.489361
394	9878.666452
395	9874.740028
396	9871.453796
397	9861.670957
398	9855.681515
399	9852.489701
400	9847.271918
401	9843.956258
402	9839.392102
403	9835.739646
404	9825.274358
405	9821.022635
406	9815.508726
407	9810.357632
408	9806.6962
409	9801.96333
410	9799.131827
411	9796.503451
412	9791.997452
413	9784.978349
414	9777.677097
415	9774.844478
416	9770.915609
417	9763.575894
418	9759.512003
419	9754.475532
420	9749.472525
421	9745.559231
422	9738.069871
423	9731.626055
424	9728.247105
425	9725.406219
426	9721.037919
427	9715.988276
428	9707.824721
429	9705.846521
430	9699.620462
431	9695.746709
432	9690.09606
433	9686.322148
434	9681.133893
435	9676.824385
436	9674.009764
437	9671.323315
438	9666.768646
439	9662.372524
440	9659.882092
441	9657.282845
442	9653.888166
443	9648.509914
444	9645.247747
445	9639.506815
446	9631.016782
447	9626.559946
448	9624.290647
449	9622.325269
450	9618.030812
451	9613.204919
452	9610.925329
453	9608.432497
454	9604.903248
455	9600.040375
456	9596.42513
457	9590.999635
458	9586.783007
459	9580.720489
460	9578.155208
461	9573.629493
462	9570.876219
463	9564.411081
464	9559.787815
465	9555.793951
466	9548.279862
467	9545.182721
468	9542.237224
469	9539.808246
470	9536.171426
471	9531.545402
472	9525.676286
473	9520.359638
474	9514.593954
475	9513.977998
476	9509.316991
477	9504.693376
478	9502.252099
479	9497.712701
480	9491.424536
481	9489.781715
482	9485.626973
483	9483.76295
484	9478.860239
485	9473.425079
486	9469.688832
487	9463.611108
488	9459.636843
489	9454.647785
490	9450.050896
491	9444.122528
492	9439.124977
493	9433.345063
494	9430.4758
495	9427.15104
496	9423.487848
497	9418.068463
498	9415.835459
499	9408.922513
500	9401.891776
501	9396.783885
502	9394.484677
503	9390.605673
504	9386.414718
505	9383.513458
506	9381.803842
507	9376.400416
508	9373.989981
509	9371.291635
510	9366.311526
511	9364.46236
512	9361.856572
513	9356.067985
514	9351.774317
515	9349.998605
516	9347.053049
517	9342.876295
518	9339.20039
519	9334.891136
520	9332.063877
521	9329.019505
522	9324.591545
523	9319.156171
524	9316.400262
525	9310.941253
526	9308.412832
527	9304.96266
528	9302.187463
529	9293.246673
530	9289.258096
531	9285.096277
532	9282.035254
533	9278.19691
534	9274.543819
535	9270.9778
536	9267.976676
537	9265.596315
538	9258.806072
539	9252.256795
540	9248.734765
541	9244.296134
542	9236.980157
543	9234.864163
544	9231.681206
545	9222.661529
546	9220.502049
547	9214.423593
548	9212.003908
549	9209.471735
550	9205.908416
551	9201.070897
552	9199.167473
553	9196.126561
554	9191.700856
555	9187.181093
556	9183.573723
557	9179.203935
558	9176.438248
559	9173.62025
560	9170.870399
561	9165.552051
562	9160.71695
563	9159.220296
564	9155.854996
565	9152.642715
566	9146.714169
567	9143.53912
568	9138.329178
569	9135.998374
570	9131.725637
571	9128.553414
572	9124.214147
573	9119.779882
574	9117.371767
575	9112.532355
576	9106.913267
577	9105.089456
578	9100.510263
579	9098.560594
580	9095.554298
581	9091.874836
582	9088.534729
583	9084.514037
584	9082.085142
585	9077.471608
586	9072.700489
587	9068.491422
588	9064.664421
589	9061.476219
590	9055.991761
591	9053.304593
592	9049.765522
593	9046.518247
594	9044.305209
595	9042.404827
596	9038.467194
597	9036.105307
598	9032.778808
599	9031.184276
600	9029.576964
601	9027.409093
602	9023.217047
603	9020.796948
604	9018.286758
605	9016.556492
606	9012.901727
607	9009.266328
608	9006.724125
609	9004.913125
610	9002.659304
611	8999.74875
612	8997.338373
613	8994.83977
614	8992.518742
615	8990.650752
616	8988.34606
617	8984.661127
618	8982.420084
619	8978.886404
620	8976.63574
621	8974.614572
622	8971.680316
623	8967.651633
624	8963.159905
625	8961.281346
626	8959.442577
627	8957.47038
628	8953.053843
629	8950.069376
630	8948.001567
631	8944.331398
632	8941.418446
633	8938.498466
634	8935.506349
635	8933.760096
636	8931.077366
637	8929.027461
638	8926.057132
639	8924.793894
640	8922.940175
641	8920.935847
642	8917.234037
643	8914.617383
644	8910.878088
645	8908.384619
646	8904.963162
647	8902.03616
648	8898.946052
649	8895.256556
650	8891.583833
651	8889.476197
652	8886.522403
653	8883.49067
654	8878.779093
655	8870.851767
656	8868.868273
657	8864.816027
658	8861.983228
659	8860.432606
660	8857.993703
661	8854.753936
662	8852.102626
663	8848.523857
664	8846.376733
665	8842.625077
666	8840.088654
667	8836.353228
668	8834.542768
669	8832.088299
670	8830.306838
671	8825.532369
672	8822.002607
673	8815.488341
674	8811.599309
675	8806.509597
676	8803.870522
677	8800.635047
678	8797.86375
679	8794.541262
680	8792.284726
681	8790.417165
682	8788.330873
683	8785.550838
684	8782.296937
685	8780.362708
686	8778.745584
687	8774.298211
688	8769.649119
689	8768.332528
690	8764.546153
691	8762.381404
692	8760.385213
693	8757.857508
694	8756.279705
695	8753.313658
696	8750.42548
697	8748.125894
698	8746.221985
699	8743.859498
700	8739.810453
701	8736.363148
702	8732.046678
703	8729.609729
704	8725.197532
705	8723.854024
706	8722.050161
707	8720.74733
708	8718.978863
709	8717.062149
710	8715.701499
711	8713.067224
712	8709.795851
713	8708.434118
714	8703.847892
715	8700.132808
716	8697.254741
717	8693.981343
718	8692.048056
719	8689.61088
720	8685.355137
721	8681.900151
722	8677.373089
723	8676.129515
724	8673.229514
725	8668.499912
726	8666.888699
727	8664.265716
728	8661.300328
729	8658.688802
730	8656.303301
731	8653.683934
732	8651.609836
733	8648.445141
734	8644.312681
735	8641.7823
736	8639.096088
737	8633.968895
738	8632.106652
739	8628.188162
740	8625.437608
741	8623.827655
742	8621.429291
743	8618.48702
744	8616.941722
745	8612.913254
746	8610.854342
747	8608.902983
748	8606.255045
749	8602.397278
750	8599.506941
751	8597.421358
752	8595.066793
753	8592.48967
754	8590.776531
755	8588.483881
756	8586.016484
757	8583.759564
758	8581.028118
759	8579.587708
760	8578.375075
761	8575.728411
762	8570.862928
763	8567.197472
764	8565.936089
765	8563.155206
766	8561.16273
767	8559.383593
768	8557.419953
769	8554.244567
770	8552.339471
771	8548.24588
772	8545.511093
773	8542.717035
774	8541.104556
775	8537.722946
776	8533.564435
777	8531.143241
778	8527.494591
779	8525.820121
780	8523.130883
781	8520.593603
782	8517.410626
783	8515.007889
784	8512.7126
785	8511.108734
786	8509.322672
787	8506.615401
788	8505.178809
789	8502.594016
790	8499.703073
791	8496.496748
792	8495.177346
793	8490.24195
794	8487.708512
795	8486.356702
796	8483.395951
797	8481.330719
798	8479.653851
799	8478.048423
800	8476.270369
801	8472.590629
802	8470.117574
803	8468.336788
804	8465.93674
805	8463.217348
806	8461.632868
807	8456.249717
808	8451.233719
809	8449.562792
810	8447.37143
811	8445.268737
812	8443.650018
813	8442.121654
814	8440.557988
815	8439.490071
816	8437.780592
817	8435.422794
818	8434.109338
819	8431.147232
820	8429.036563
821	8427.42954
822	8424.959385
823	8422.732559
824	8420.642984
825	8419.181641
826	8416.273606
827	8413.17136
828	8411.653374
829	8408.730329
830	8406.521904
831	8405.658141
832	8402.274226
833	8401.346463
834	8398.473827
835	8393.364245
836	8391.55082
837	8387.380577
838	8386.594122
839	8385.340709
840	8383.785928
841	8380.807991
842	8378.367328
843	8376.962409
844	8374.583772
845	8372.992543
846	8371.650296
847	8368.711058
848	8366.636823
849	8364.797764
850	8361.002285
851	8358.991608
852	8354.624782
853	8353.676941
854	8351.160405
855	8348.230097
856	8345.273598
857	8343.294717
858	8339.845147
859	8337.288798
860	8336.214888
861	8333.357603
862	8330.887406
863	8329.465381
864	8327.767973
865	8324.571151
866	8323.535943
867	8321.42753
868	8319.745517
869	8317.81603
870	8316.771439
871	8314.106642
872	8312.053582
873	8309.487328
874	8307.182942
875	8304.948936
876	8302.608131
877	8301.572369
878	8299.320886
879	8297.488095
880	8296.010886
881	8293.966105
882	8291.177746
883	8289.362171
884	8287.654959
885	8285.689834
886	8284.484453
887	8281.675706
888	8279.927279
889	8278.046685
890	8276.788785
891	8273.502564
892	8272.064704
893	8270.461191
894	8268.835127
895	8265.729931
896	8263.775325
897	8261.615373
898	8259.242638
899	8256.52479
900	8254.798103
901	8251.695892
902	8249.975944
903	8248.153995
904	8242.495219
905	8240.061354
906	8236.260859
907	8234.923266
908	8232.979811
909	8230.792986
910	8226.836546
911	8225.421236
912	8223.522237
913	8221.924198
914	8220.49878
915	8217.945695
916	8216.505301
917	8213.706642
918	8211.534767
919	8209.914742
920	8208.144503
921	8205.056237
922	8202.149395
923	8199.260293
924	8197.21166
925	8194.918828
926	8193.436417
927	8191.366122
928	8189.716476
929	8188.705144
930	8186.817398
931	8185.530048
932	8183.63354
933	8182.127926
934	8181.201471
935	8179.784645
936	8177.609033
937	8175.72673
938	8172.681931
939	8169.638338
940	8166.116751
941	8163.441367
942	8161.976318
943	8160.088596
944	8158.013094
945	8155.308892
946	8153.019655
947	8150.98252
948	8149.514636
949	8147.540208
950	8145.550556
951	8144.458002
952	8141.567484
953	8139.286819
954	8137.827667
955	8136.014774
956	8131.325806
957	8128.80634
958	8127.770783
959	8124.575694
960	8123.334712
961	8121.41737
962	8118.843623
963	8117.990604
964	8115.734405
965	8113.697086
966	8111.838988
967	8110.010065
968	8107.418421
969	8105.993174
970	8104.976298
971	8103.92269
972	8101.438726
973	8099.316495
974	8098.459023
975	8097.044267
976	8094.159308
977	8093.055872
978	8089.037519
979	8087.455085
980	8086.602517
981	8085.463774
982	8083.497146
983	8082.245414
984	8080.872737
985	8080.008413
986	8078.869016
987	8077.638244
988	8075.010474
989	8072.55754
990	8071.644577
991	8070.314937
992	8068.240303
993	8065.64699
994	8064.231432
995	8062.562151
996	8061.181518
997	8058.574557
998	8056.465335
999	8052.898836
1000	8051.859322
1001	8050.247211
1002	8048.162504
1003	8046.094068
1004	8045.016073
1005	8043.846799
1006	8040.531549
1007	8040.101823
1008	8037.060643
1009	8035.524777
1010	8032.944084
1011	8031.67849
1012	8029.357489
1013	8027.565452
1014	8024.962903
1015	8021.806224
1016	8020.461252
1017	8018.629245
1018	8016.622582
1019	8014.36184
1020	8012.991553
1021	8012.047617
1022	8009.695511
1023	8006.960832
1024	8005.001616
1025	8003.391182
1026	8000.558096
1027	7999.058938
1028	7995.161961
1029	7993.920646
1030	7992.300232
1031	7990.791983
1032	7989.405687
1033	7987.480428
1034	7986.22705
1035	7984.570823
1036	7981.899633
1037	7980.510987
1038	7978.221615
1039	7975.993494
1040	7974.755343
1041	7973.164389
1042	7971.399774
1043	7970.434714
1044	7969.579198
1045	7968.198443
1046	7966.25997
1047	7965.479205
1048	7964.104134
1049	7962.153262
1050	7960.443691
1051	7958.645796
1052	7956.137259
1053	7955.036969
1054	7954.201764
1055	7952.646446
1056	7949.592108
1057	7946.056301
1058	7943.122264
1059	7940.511449
1060	7938.289899
1061	7936.943561
1062	7935.283363
1063	7933.237813
1064	7932.596834
1065	7929.986956
1066	7926.210831
1067	7924.706289
1068	7923.73389
1069	7922.466142
1070	7921.459028
1071	7919.870598
1072	7917.928123
1073	7913.258626
1074	7911.693762
1075	7909.955027
1076	7904.310293
1077	7903.196244
1078	7902.082862
1079	7900.837092
1080	7900.440916
1081	7898.759551
1082	7896.395872
1083	7894.23451
1084	7892.374473
1085	7890.503745
1086	7888.736669
1087	7887.372985
1088	7886.38649
1089	7881.577191
1090	7879.996334
1091	7877.909387
1092	7875.351603
1093	7874.232604
1094	7872.131185
1095	7871.402973
1096	7870.135565
1097	7867.983903
1098	7865.730012
1099	7864.063019
1100	7861.955356
1101	7860.455992
1102	7858.799825
1103	7857.210253
1104	7856.290842
1105	7854.213893
1106	7852.779193
1107	7851.684398
1108	7850.525708
1109	7849.09263
1110	7847.574184
1111	7845.38774
1112	7844.042831
1113	7841.940257
1114	7840.353558
1115	7839.07643
1116	7837.688469
1117	7836.452124
1118	7835.52119
1119	7834.002025
1120	7833.113092
1121	7831.914155
1122	7830.236391
1123	7828.266462
1124	7826.988314
1125	7826.07398
1126	7824.00128
1127	7822.756502
1128	7821.69059
1129	7818.513442
1130	7817.118149
1131	7814.953803
1132	7813.619238
1133	7811.414252
1134	7810.040685
1135	7808.920309
1136	7807.76156
1137	7806.59882
1138	7805.452421
1139	7804.149917
1140	7802.821987
1141	7800.363933
1142	7799.297852
1143	7798.14538
1144	7796.49287
1145	7795.18087
1146	7793.795209
1147	7792.751959
1148	7791.66908
1149	7790.685509
1150	7789.702268
1151	7788.903009
1152	7787.103066
1153	7785.863694
1154	7784.725763
1155	7782.998743
1156	7781.763086
1157	7780.743047
1158	7779.355914
1159	7778.422736
1160	7776.371331
1161	7775.124489
1162	7774.177528
1163	7771.502656
1164	7770.652683
1165	7768.184971
1166	7766.922149
1167	7765.606239
1168	7764.349455
1169	7761.378459
1170	7760.050968
1171	7758.301305
1172	7757.449007
1173	7756.357295
1174	7755.592961
1175	7754.447627
1176	7752.164562
1177	7750.819188
1178	7749.256006
1179	7748.177468
1180	7747.482654
1181	7745.814609
1182	7745.11923
1183	7742.218777
1184	7740.176151
1185	7738.889207
1186	7736.663916
1187	7735.139823
1188	7733.281259
1189	7732.138296
1190	7729.419735
1191	7728.420539
1192	7725.151947
1193	7722.924863
1194	7721.350518
1195	7719.25378
1196	7716.612434
1197	7715.131661
1198	7714.570427
1199	7712.616819
1200	7711.547598
1201	7710.893989
1202	7710.526923
1203	7709.980647
1204	7708.992035
1205	7707.426396
1206	7706.869973
1207	7705.329736
1208	7701.681793
1209	7700.41917
1210	7698.797267
1211	7697.770535
1212	7697.081014
1213	7695.878366
1214	7695.422713
1215	7694.87936
1216	7691.90891
1217	7691.404878
1218	7690.83664
1219	7689.199622
1220	7686.359823
1221	7685.11787
1222	7684.187626
1223	7682.897863
1224	7681.612482
1225	7680.600776
1226	7679.050559
1227	7677.617444
1228	7677.056774
1229	7676.164087
1230	7675.313786
1231	7674.258902
1232	7673.017232
1233	7671.592239
1234	7670.406038
1235	7668.797934
1236	7667.418749
1237	7664.926699
1238	7664.184532
1239	7662.526969
1240	7661.80646
1241	7661.242466
1242	7660.504536
1243	7659.19299
1244	7656.584592
1245	7655.465971
1246	7652.518227
1247	7651.381665
1248	7650.573673
1249	7649.824496
1250	7648.686923
1251	7647.302006
1252	7646.668779
1253	7645.740114
1254	7644.269662
1255	7642.203423
1256	7639.602279
1257	7636.882914
1258	7635.398492
1259	7634.679637
1260	7633.492824
1261	7631.508392
1262	7630.592862
1263	7628.801968
1264	7627.837558
1265	7625.937317
1266	7624.634939
1267	7623.633853
1268	7622.318685
1269	7621.489208
1270	7619.763619
1271	7618.541091
1272	7615.15147
1273	7614.215767
1274	7613.513603
1275	7612.516212
1276	7610.679612
1277	7610.032801
1278	7608.559493
1279	7606.25516
1280	7605.291067
1281	7603.369824
1282	7602.376995
1283	7601.297797
1284	7599.934995
1285	7599.026454
1286	7598.357245
1287	7596.724634
1288	7594.874258
1289	7594.093189
1290	7592.606927
1291	7591.030299
1292	7589.576505
1293	7588.287947
1294	7586.95585
1295	7586.27242
1296	7585.439713
1297	7584.020947
1298	7582.543442
1299	7581.168569
1300	7579.841765
1301	7578.452756
1302	7576.029192
1303	7575.135472
1304	7574.375474
1305	7572.049235
1306	7570.700731
1307	7569.326644
1308	7567.945986
1309	7565.549165
1310	7563.29779
1311	7561.447956
1312	7560.022074
1313	7559.212417
1314	7557.468461
1315	7555.914561
1316	7554.327875
1317	7552.967955
1318	7551.836067
1319	7550.40319
1320	7549.352637
1321	7547.387966
1322	7546.813206
1323	7546.211291
1324	7545.088757
1325	7543.541202
1326	7541.761495
1327	7540.584028
1328	7538.472159
1329	7537.396417
1330	7536.178765
1331	7534.772882
1332	7533.868877
1333	7532.741159
1334	7531.055874
1335	7529.723749
1336	7528.58551
1337	7527.584129
1338	7525.988716
1339	7525.226517
1340	7523.354785
1341	7522.126591
1342	7521.44091
1343	7520.686979
1344	7519.348434
1345	7518.199439
1346	7515.857724
1347	7514.169976
1348	7512.829694
1349	7511.748497
1350	7510.778668
1351	7509.330962
1352	7508.382168
1353	7507.143619
1354	7505.629967
1355	7504.972645
1356	7503.216016
1357	7502.157928
1358	7500.6374
1359	7498.397828
1360	7496.182966
1361	7494.686918
1362	7492.993275
1363	7491.800494
1364	7490.961919
1365	7490.14691
1366	7488.580326
1367	7487.358323
1368	7486.278515
1369	7484.589128
1370	7483.847903
1371	7482.38606
1372	7481.671448
1373	7480.158697
1374	7479.104053
1375	7476.781869
1376	7473.9551
1377	7473.340207
1378	7471.460352
1379	7470.808036
1380	7468.576043
1381	7466.242247
1382	7463.912261
1383	7460.636598
1384	7459.915669
1385	7458.28472
1386	7457.361223
1387	7455.851049
1388	7454.872686
1389	7453.737372
1390	7452.543965
1391	7451.53551
1392	7450.824866
1393	7449.781337
1394	7449.312913
1395	7448.500791
1396	7447.889314
1397	7447.00748
1398	7445.393182
1399	7444.164801
1400	7443.195361
1401	7442.298744
1402	7441.655363
1403	7441.086482
1404	7440.409091
1405	7439.423321
1406	7438.436027
1407	7434.504839
1408	7433.628261
1409	7432.426634
1410	7431.017753
1411	7429.628923
1412	7428.582591
1413	7428.005736
1414	7426.968255
1415	7425.254211
1416	7423.628612
1417	7422.389333
1418	7418.658178
1419	7416.633362
1420	7415.619516
1421	7414.45204
1422	7413.741217
1423	7412.359027
1424	7411.588968
1425	7409.841238
1426	7409.380979
1427	7408.177444
1428	7407.086654
1429	7405.372254
1430	7403.988366
1431	7401.521219
1432	7399.970005
1433	7398.611453
1434	7397.703571
1435	7396.4679
1436	7395.234886
1437	7394.1487
1438	7392.903919
1439	7391.246759
1440	7390.132155
1441	7389.08183
1442	7387.768281
1443	7386.140056
1444	7385.146411
1445	7384.128392
1446	7383.086452
1447	7382.59884
1448	7382.078176
1449	7381.063743
1450	7379.708509
1451	7378.809971
1452	7377.413605
1453	7376.055743
1454	7374.557851
1455	7373.57038
1456	7372.025646
1457	7371.364513
1458	7370.144224
1459	7368.692065
1460	7367.371005
1461	7366.469332
1462	7364.90044
1463	7363.70891
1464	7363.018995
1465	7362.091972
1466	7361.19082
1467	7360.544259
1468	7359.801177
1469	7358.891508
1470	7357.893682
1471	7357.18644
1472	7355.605002
1473	7354.869664
1474	7353.281413
1475	7352.054867
1476	7350.661016
1477	7349.582901
1478	7348.372756
1479	7347.056418
1480	7345.968661
1481	7345.555843
1482	7342.377633
1483	7341.56226
1484	7340.498625
1485	7338.679463
1486	7338.035785
1487	7336.704521
1488	7335.615727
1489	7334.277851
1490	7333.63844
1491	7332.834691
1492	7331.623366
1493	7330.683162
1494	7329.479782
1495	7327.990027
1496	7327.250577
1497	7326.600935
1498	7325.725758
1499	7324.702993
1500	7323.745812
1501	7323.065885
1502	7321.798273
1503	7320.460448
1504	7318.385133
1505	7317.472539
1506	7316.684541
1507	7314.475916
1508	7313.251606
1509	7312.940121
1510	7312.481333
1511	7311.609571
1512	7309.885887
1513	7309.377111
1514	7308.57783
1515	7307.804279
1516	7306.147834
1517	7304.3699
1518	7302.685331
1519	7301.91758
1520	7301.181101
1521	7300.567668
1522	7298.913458
1523	7297.792885
1524	7296.383737
1525	7295.196151
1526	7293.939646
1527	7293.031968
1528	7292.489751
1529	7291.878464
1530	7291.248106
1531	7290.065339
1532	7289.163402
1533	7288.01704
1534	7287.150833
1535	7286.238937
1536	7284.612335
1537	7283.899309
1538	7283.198731
1539	7281.547804
1540	7280.519077
1541	7279.435054
1542	7279.041608
1543	7277.493264
1544	7276.921685
1545	7275.896033
1546	7275.205341
1547	7274.079324
1548	7273.405492
1549	7271.894784
1550	7270.061141
1551	7269.215423
1552	7268.151925
1553	7267.392123
1554	7266.756955
1555	7266.098263
1556	7264.947945
1557	7263.952958
1558	7262.899801
1559	7262.668148
1560	7261.876923
1561	7260.594801
1562	7259.56495
1563	7258.877351
1564	7256.303993
1565	7254.684716
1566	7253.725045
1567	7252.205144
1568	7251.478331
1569	7250.262522
1570	7249.320576
1571	7248.334178
1572	7247.588119
1573	7246.822847
1574	7246.0483
1575	7245.03865
1576	7244.072563
1577	7243.299649
1578	7242.522977
1579	7240.313223
1580	7239.340461
1581	7238.378849
1582	7237.657164
1583	7236.687196
1584	7235.186615
1585	7234.32661
1586	7233.55808
1587	7232.802795
1588	7231.061338
1589	7230.406109
1590	7229.5877
1591	7228.57419
1592	7227.521201
1593	7226.812475
1594	7225.495636
1595	7224.846258
1596	7224.411807
1597	7223.289421
1598	7222.230016
1599	7220.728558
1600	7219.494104
1601	7218.780755
1602	7217.682587
1603	7216.654308
1604	7215.867445
1605	7214.828902
1606	7214.059795
1607	7212.978686
1608	7211.960559
1609	7211.246418
1610	7210.537311
1611	7209.858565
1612	7208.984856
1613	7207.225365
1614	7206.668558
1615	7205.664354
1616	7204.922078
1617	7203.554208
1618	7202.185195
1619	7201.532275
1620	7200.845186
1621	7200.057239
1622	7199.008205
1623	7197.252201
1624	7195.810947
1625	7194.584099
1626	7193.426256
1627	7192.961441
1628	7191.434402
1629	7190.247554
1630	7189.609948
1631	7188.554033
1632	7187.658455
1633	7187.012515
1634	7185.510017
1635	7184.710133
1636	7184.295597
1637	7183.082705
1638	7182.359031
1639	7181.112222
1640	7180.255223
1641	7179.27953
1642	7178.291253
1643	7177.723269
1644	7176.402926
1645	7175.970486
1646	7174.763825
1647	7172.78193
1648	7170.898987
1649	7170.105366
1650	7169.716716
1651	7167.613555
1652	7166.158086
1653	7165.5883
1654	7164.607979
1655	7164.085795
1656	7162.25217
1657	7161.163133
1658	7160.570569
1659	7158.119496
1660	7157.456317
1661	7156.575867
1662	7154.899076
1663	7154.090448
1664	7152.706633
